InventoryId,ScheduleId,FlightNumber,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,AvailableInventory,FC_AvailableInventory,BC_AvailableInventory,PC_AvailableInventory,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-9802285,SCH-ZZ-2438777,4763,12/06/2023,12/06/2023,AMD,CNN,30,3,6,9,11,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6511805,SCH-ZZ-2438777,4763,12/08/2023,12/08/2023,AMD,CNN,20,2,4,6,8,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6928277,SCH-ZZ-2438777,4763,12/11/2023,12/11/2023,AMD,CNN,15,2,3,4,6,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5133565,SCH-ZZ-2438777,4763,12/13/2023,12/13/2023,AMD,CNN,27,3,5,8,11,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6330495,SCH-ZZ-2438777,4763,12/15/2023,12/15/2023,AMD,CNN,17,2,3,5,7,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-3496027,SCH-ZZ-1474449,4259,12/13/2023,12/13/2023,CCU,MAA,37,4,8,12,15,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9486315,SCH-ZZ-1474449,4259,12/14/2023,12/14/2023,CCU,MAA,35,3,7,10,13,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1996191,SCH-ZZ-1474449,4259,12/15/2023,12/15/2023,CCU,MAA,28,3,6,8,12,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8180279,SCH-ZZ-1474449,4259,12/16/2023,12/16/2023,CCU,MAA,56,5,10,16,22,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 25, 'R': 17, 'S': 8, 'T': 8, 'H': 17, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6609709,SCH-ZZ-8297347,4938,12/11/2023,12/11/2023,COK,IDR,12,1,3,4,5,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-9954670,SCH-ZZ-8297347,4938,12/14/2023,12/14/2023,COK,IDR,4,0,1,1,2,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-7561032,SCH-ZZ-8297347,4938,12/15/2023,12/15/2023,COK,IDR,11,1,2,3,5,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6290023,SCH-ZZ-8297347,4938,12/16/2023,12/16/2023,COK,IDR,9,1,2,2,3,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-2803868,SCH-ZZ-2469436,2102,12/16/2023,12/16/2023,BOM,HYD,18,2,4,6,8,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5287658,SCH-ZZ-2469436,2102,12/18/2023,12/18/2023,BOM,HYD,27,3,6,8,11,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-6384940,SCH-ZZ-2469436,2102,12/21/2023,12/21/2023,BOM,HYD,33,3,6,9,13,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-4860802,SCH-ZZ-2469436,2102,12/22/2023,12/22/2023,BOM,HYD,25,3,5,7,10,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5517306,SCH-ZZ-2469436,2102,12/23/2023,12/23/2023,BOM,HYD,32,3,6,10,12,"{'F': 11, 'P': 7}","{'C': 14, 'J': 11, 'Z': 11}","{'Q': 16, 'R': 11, 'S': 5, 'T': 5, 'H': 11, 'M': 5}","{'Y': 5, 'A': 5, 'B': 3, 'D': 3, 'E': 3, 'G': 5, 'I': 3, 'K': 5, 'L': 3, 'N': 3, 'O': 3, 'U': 5, 'V': 3, 'W': 3, 'X': 3}"
INV-ZZ-5617258,SCH-ZZ-4332641,4763,12/11/2023,12/11/2023,AMD,CNN,19,2,4,6,8,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-7031598,SCH-ZZ-4332641,4763,12/13/2023,12/13/2023,AMD,CNN,16,1,3,5,6,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-5217721,SCH-ZZ-4332641,4763,12/14/2023,12/14/2023,AMD,CNN,14,2,3,4,6,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-2488003,SCH-ZZ-4332641,4763,12/15/2023,12/15/2023,AMD,CNN,20,2,4,6,8,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-4866602,SCH-ZZ-4332641,4763,12/16/2023,12/16/2023,AMD,CNN,12,1,2,4,5,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-1753814,SCH-ZZ-4332641,4763,12/18/2023,12/18/2023,AMD,CNN,33,3,7,10,13,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9071090,SCH-ZZ-4332641,4763,12/20/2023,12/20/2023,AMD,CNN,22,2,4,7,9,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-8974571,SCH-ZZ-4332641,4763,12/21/2023,12/21/2023,AMD,CNN,11,1,2,4,5,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-1166806,SCH-ZZ-4332641,4763,12/22/2023,12/22/2023,AMD,CNN,12,1,2,3,5,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-5968430,SCH-ZZ-4332641,4763,12/23/2023,12/23/2023,AMD,CNN,14,1,3,4,6,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-1445536,SCH-ZZ-2192077,2069,12/11/2023,12/11/2023,BLR,TRV,23,2,5,7,9,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1686932,SCH-ZZ-2192077,2069,12/13/2023,12/13/2023,BLR,TRV,37,4,8,11,16,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-4028036,SCH-ZZ-2192077,2069,12/14/2023,12/14/2023,BLR,TRV,41,4,8,12,15,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8312067,SCH-ZZ-2192077,2069,12/15/2023,12/15/2023,BLR,TRV,45,4,9,13,18,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7440523,SCH-ZZ-6592378,4341,12/15/2023,12/15/2023,TRV,CCU,7,1,2,2,3,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-8458597,SCH-ZZ-6592378,4341,12/16/2023,12/16/2023,TRV,CCU,16,2,3,5,7,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9118591,SCH-ZZ-6592378,4341,12/18/2023,12/18/2023,TRV,CCU,9,1,2,3,4,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-8909663,SCH-ZZ-6592378,4341,12/21/2023,12/21/2023,TRV,CCU,11,1,2,3,5,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-7393732,SCH-ZZ-6592378,4341,12/22/2023,12/22/2023,TRV,CCU,19,2,4,5,8,"{'F': 6, 'P': 4}","{'C': 8, 'J': 6, 'Z': 6}","{'Q': 9, 'R': 6, 'S': 3, 'T': 3, 'H': 6, 'M': 3}","{'Y': 3, 'A': 3, 'B': 2, 'D': 2, 'E': 2, 'G': 3, 'I': 2, 'K': 3, 'L': 2, 'N': 2, 'O': 2, 'U': 3, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-6907640,SCH-ZZ-4016963,4830,12/23/2023,12/23/2023,GAU,BOM,16,2,3,5,6,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-8573874,SCH-ZZ-4016963,4830,12/25/2023,12/25/2023,GAU,BOM,11,1,2,3,4,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-6315145,SCH-ZZ-4016963,4830,12/27/2023,12/27/2023,GAU,BOM,11,1,2,3,4,"{'F': 4, 'P': 3}","{'C': 6, 'J': 4, 'Z': 4}","{'Q': 6, 'R': 4, 'S': 2, 'T': 2, 'H': 4, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 1, 'K': 2, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 1, 'W': 1, 'X': 1}"
INV-ZZ-3551708,SCH-ZZ-3013947,3417,12/24/2023,12/24/2023,CNN,MAA,35,3,7,10,14,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9987381,SCH-ZZ-3013947,3417,12/25/2023,12/25/2023,CNN,MAA,14,1,3,4,5,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-6767886,SCH-ZZ-3013947,3417,12/27/2023,12/27/2023,CNN,MAA,26,3,5,8,10,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-6656663,SCH-ZZ-3013947,3417,12/28/2023,12/28/2023,CNN,MAA,30,3,6,9,12,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-1729337,SCH-ZZ-3013947,3417,12/29/2023,12/29/2023,CNN,MAA,19,2,4,6,8,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9325335,SCH-ZZ-3013947,3417,12/31/2023,12/31/2023,CNN,MAA,36,3,7,11,14,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-2085988,SCH-ZZ-9094190,3686,12/18/2023,12/18/2023,COK,DEL,36,4,7,11,14,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-2640504,SCH-ZZ-9094190,3686,12/19/2023,12/19/2023,COK,DEL,33,3,7,10,13,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-3399663,SCH-ZZ-9094190,3686,12/21/2023,12/21/2023,COK,DEL,58,6,12,17,24,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-1595623,SCH-ZZ-9094190,3686,12/22/2023,12/22/2023,COK,DEL,92,9,18,28,36,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-4985074,SCH-ZZ-9094190,3686,12/24/2023,12/24/2023,COK,DEL,82,9,16,26,34,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-3956076,SCH-ZZ-9094190,3686,12/25/2023,12/25/2023,COK,DEL,39,4,7,11,15,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-6351149,SCH-ZZ-9094190,3686,12/26/2023,12/26/2023,COK,DEL,73,7,14,21,28,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-4736366,SCH-ZZ-9094190,3686,12/28/2023,12/28/2023,COK,DEL,49,5,10,15,20,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
INV-ZZ-7312711,SCH-ZZ-9094190,3686,12/29/2023,12/29/2023,COK,DEL,98,9,19,29,39,"{'F': 25, 'P': 17}","{'C': 34, 'J': 26, 'Z': 26}","{'Q': 38, 'R': 25, 'S': 13, 'T': 13, 'H': 25, 'M': 13}","{'Y': 13, 'A': 13, 'B': 6, 'D': 6, 'E': 6, 'G': 13, 'I': 6, 'K': 13, 'L': 6, 'N': 6, 'O': 6, 'U': 13, 'V': 6, 'W': 6, 'X': 6}"
