InventoryId,ScheduleId,FlightNumber,AircraftType,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-0000726,SCH-ZZ-0000138,1010,Boeing 787,08/22/2024,08/22/2024,BLR,BOM,270,300,156,-114,144,27,54,81,108,30,16,14,55,23,32,88,48,40,127,69,58,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000599,SCH-ZZ-0000011,1011,Boeing 787,08/22/2024,08/22/2024,BLR,DUB,270,295,160,-110,135,27,54,81,108,31,14,17,61,28,33,86,67,19,117,51,66,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000663,SCH-ZZ-0000075,1011,Boeing 787,08/22/2024,08/22/2024,BLR,DUB,270,281,229,-41,52,27,54,81,108,29,16,13,59,51,8,83,55,28,110,107,3,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000727,SCH-ZZ-0000139,1011,Boeing 787,08/22/2024,08/22/2024,BLR,DUB,270,292,187,-83,105,27,54,81,108,28,21,7,59,20,39,89,57,32,116,89,27,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000600,SCH-ZZ-0000012,1012,Boeing 787,08/22/2024,08/22/2024,BLR,VNS,270,291,195,-75,96,27,54,81,108,32,15,17,57,42,15,90,44,46,112,94,18,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000664,SCH-ZZ-0000076,1012,Boeing 787,08/22/2024,08/22/2024,BLR,VNS,270,285,155,-115,130,27,54,81,108,28,27,1,57,25,32,86,49,37,114,54,60,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000728,SCH-ZZ-0000140,1012,Boeing 787,08/22/2024,08/22/2024,BLR,VNS,270,283,196,-74,87,27,54,81,108,28,18,10,60,34,26,83,50,33,112,94,18,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000601,SCH-ZZ-0000013,1013,Boeing 787,08/22/2024,08/22/2024,BLR,JFK,270,288,177,-93,111,27,54,81,108,30,20,10,55,46,9,88,35,53,115,76,39,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000665,SCH-ZZ-0000077,1013,Boeing 787,08/22/2024,08/22/2024,BLR,JFK,270,284,171,-99,113,27,54,81,108,28,24,4,57,35,22,90,69,21,109,43,66,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000729,SCH-ZZ-0000141,1013,Boeing 787,08/22/2024,08/22/2024,BLR,JFK,270,290,191,-79,99,27,54,81,108,29,10,19,60,39,21,88,40,48,113,102,11,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000602,SCH-ZZ-0000014,1014,Boeing 787,08/22/2024,08/22/2024,BLR,DEL,270,291,216,-54,75,27,54,81,108,32,25,7,57,29,28,91,79,12,111,83,28,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000666,SCH-ZZ-0000078,1014,Boeing 787,08/22/2024,08/22/2024,BLR,DEL,270,298,158,-112,140,27,54,81,108,32,17,15,60,22,38,84,36,48,122,83,39,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000730,SCH-ZZ-0000142,1014,Boeing 787,08/22/2024,08/22/2024,BLR,DEL,270,306,179,-91,127,27,54,81,108,28,24,4,61,34,27,91,37,54,126,84,42,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000603,SCH-ZZ-0000015,1015,Boeing 787,08/22/2024,08/22/2024,BLR,LAX,270,291,206,-64,85,27,54,81,108,31,16,15,58,47,11,82,54,28,120,89,31,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000667,SCH-ZZ-0000079,1015,Boeing 787,08/22/2024,08/22/2024,BLR,LAX,270,283,155,-115,128,27,54,81,108,32,15,17,55,27,28,84,48,36,112,65,47,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000731,SCH-ZZ-0000143,1015,Boeing 787,08/22/2024,08/22/2024,BLR,LAX,270,297,176,-94,121,27,54,81,108,29,21,8,61,23,38,87,80,7,120,52,68,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000604,SCH-ZZ-0000016,1016,Boeing 787,08/22/2024,08/22/2024,BOM,MAA,270,285,183,-87,102,27,54,81,108,32,10,22,58,41,17,86,38,48,109,94,15,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000668,SCH-ZZ-0000080,1016,Boeing 787,08/22/2024,08/22/2024,BOM,MAA,270,299,146,-124,153,27,54,81,108,31,19,12,61,30,31,87,57,30,120,40,80,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000732,SCH-ZZ-0000144,1016,Boeing 787,08/22/2024,08/22/2024,BOM,MAA,270,278,212,-58,66,27,54,81,108,28,22,6,55,23,32,84,69,15,111,98,13,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000605,SCH-ZZ-0000017,1017,Boeing 787,08/22/2024,08/22/2024,BOM,BLR,270,293,173,-97,120,27,54,81,108,29,14,15,55,30,25,86,75,11,123,54,69,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000669,SCH-ZZ-0000081,1017,Boeing 787,08/22/2024,08/22/2024,BOM,BLR,270,298,171,-99,127,27,54,81,108,30,25,5,61,46,15,86,47,39,121,53,68,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000733,SCH-ZZ-0000145,1017,Boeing 787,08/22/2024,08/22/2024,BOM,BLR,270,300,178,-92,122,27,54,81,108,30,11,19,60,42,18,84,47,37,126,78,48,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000607,SCH-ZZ-0000019,1019,Boeing 787,08/22/2024,08/22/2024,BOM,DUB,270,302,212,-58,90,27,54,81,108,32,18,14,57,47,10,87,53,34,126,94,32,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000671,SCH-ZZ-0000083,1019,Boeing 787,08/22/2024,08/22/2024,BOM,DUB,270,297,164,-106,133,27,54,81,108,32,18,14,56,48,8,90,46,44,119,52,67,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000735,SCH-ZZ-0000147,1019,Boeing 787,08/22/2024,08/22/2024,BOM,DUB,270,295,174,-96,121,27,54,81,108,32,16,16,55,49,6,86,56,30,122,53,69,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000608,SCH-ZZ-0000020,1020,Boeing 787,08/22/2024,08/22/2024,BOM,VNS,270,286,220,-50,66,27,54,81,108,31,12,19,58,31,27,88,77,11,109,100,9,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000672,SCH-ZZ-0000084,1020,Boeing 787,08/22/2024,08/22/2024,BOM,VNS,270,286,163,-107,123,27,54,81,108,29,11,18,60,27,33,86,38,48,111,87,24,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000736,SCH-ZZ-0000148,1020,Boeing 787,08/22/2024,08/22/2024,BOM,VNS,270,290,171,-99,119,27,54,81,108,30,22,8,59,47,12,84,62,22,117,40,77,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000609,SCH-ZZ-0000021,1021,Boeing 787,08/22/2024,08/22/2024,BOM,JFK,270,295,209,-61,86,27,54,81,108,30,26,4,59,39,20,90,68,22,116,76,40,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000673,SCH-ZZ-0000085,1021,Boeing 787,08/22/2024,08/22/2024,BOM,JFK,270,296,213,-57,83,27,54,81,108,31,25,6,55,32,23,83,65,18,127,91,36,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000737,SCH-ZZ-0000149,1021,Boeing 787,08/22/2024,08/22/2024,BOM,JFK,270,288,199,-71,89,27,54,81,108,29,17,12,60,41,19,90,58,32,109,83,26,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000610,SCH-ZZ-0000022,1022,Boeing 787,08/22/2024,08/22/2024,BOM,DEL,270,287,209,-61,78,27,54,81,108,32,17,15,56,46,10,82,63,19,117,83,34,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000674,SCH-ZZ-0000086,1022,Boeing 787,08/22/2024,08/22/2024,BOM,DEL,270,294,159,-111,135,27,54,81,108,32,18,14,55,39,16,84,36,48,123,66,57,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000738,SCH-ZZ-0000150,1022,Boeing 787,08/22/2024,08/22/2024,BOM,DEL,270,285,217,-53,68,27,54,81,108,28,23,5,57,48,9,84,75,9,116,71,45,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000611,SCH-ZZ-0000023,1023,Boeing 787,08/22/2024,08/22/2024,BOM,LAX,270,307,220,-50,87,27,54,81,108,30,11,19,61,42,19,89,68,21,127,99,28,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000675,SCH-ZZ-0000087,1023,Boeing 787,08/22/2024,08/22/2024,BOM,LAX,270,287,232,-38,55,27,54,81,108,31,14,17,56,49,7,89,70,19,111,99,12,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000739,SCH-ZZ-0000151,1023,Boeing 787,08/22/2024,08/22/2024,BOM,LAX,270,298,199,-71,99,27,54,81,108,32,13,19,55,43,12,89,53,36,122,90,32,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000612,SCH-ZZ-0000024,1024,Boeing 787,08/22/2024,08/22/2024,DUB,MAA,270,278,235,-35,43,27,54,81,108,28,26,2,56,54,2,85,66,19,109,89,20,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000676,SCH-ZZ-0000088,1024,Boeing 787,08/22/2024,08/22/2024,DUB,MAA,270,301,203,-67,98,27,54,81,108,32,22,10,61,45,16,90,71,19,118,65,53,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000740,SCH-ZZ-0000152,1024,Boeing 787,08/22/2024,08/22/2024,DUB,MAA,270,289,222,-48,67,27,54,81,108,30,19,11,61,33,28,82,77,5,116,93,23,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000613,SCH-ZZ-0000025,1025,Boeing 787,08/22/2024,08/22/2024,DUB,BLR,270,301,201,-69,100,27,54,81,108,31,20,11,56,25,31,88,75,13,126,81,45,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000677,SCH-ZZ-0000089,1025,Boeing 787,08/22/2024,08/22/2024,DUB,BLR,270,296,204,-66,92,27,54,81,108,28,13,15,56,49,7,91,37,54,121,105,16,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000741,SCH-ZZ-0000153,1025,Boeing 787,08/22/2024,08/22/2024,DUB,BLR,270,296,171,-99,125,27,54,81,108,28,10,18,60,25,35,88,73,15,120,63,57,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000614,SCH-ZZ-0000026,1026,Boeing 787,08/22/2024,08/22/2024,DUB,BOM,270,297,246,-24,51,27,54,81,108,29,26,3,56,48,8,90,65,25,122,107,15,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000678,SCH-ZZ-0000090,1026,Boeing 787,08/22/2024,08/22/2024,DUB,BOM,270,286,226,-44,60,27,54,81,108,30,21,9,58,44,14,82,76,6,116,85,31,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000742,SCH-ZZ-0000154,1026,Boeing 787,08/22/2024,08/22/2024,DUB,BOM,270,289,138,-132,151,27,54,81,108,31,18,13,61,22,39,85,55,30,112,43,69,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-0000616,SCH-ZZ-0000028,1028,Boeing 787,08/22/2024,08/22/2024,DUB,VNS,270,299,181,-89,118,27,54,81,108,32,19,13,58,31,27,83,54,29,126,77,49,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
